id	name	image	biog	url_key
1204	MC Buzz B	NULL	NULL	6q4hf
1205	MC Mabon	NULL	NULL	x5czb
1206	MC Solaar	NULL	NULL	p8rgw
1207	McCarthy	NULL	NULL	3vhj9
1208	McLusky	NULL	NULL	m4zfd
1209	MDC	NULL	NULL	2cgb6
1210	Me Against Them	NULL	NULL	nrjwx
1211	Meanwhile, Back In Communist Russia	NULL	NULL	qhf9p
1212	Meat Beat Manifesto	NULL	NULL	5zbd3
1213	Meat Whiplash	NULL	NULL	8gw6m
1214	Medicine Head	NULL	NULL	vj9x2
1215	Mega City 4	NULL	NULL	4fdpn
1216	Mekons	NULL	NULL	cb63q
1217	Melanie	NULL	NULL	rwxm5
1218	Mel-O-Tones	NULL	NULL	h9p28
1219	Melt Banana	NULL	NULL	zd3nv
1220	Melvins	NULL	NULL	gx25c
1221	Melys	NULL	NULL	jpn8r
1222	Men They Couldn't Hang	NULL	NULL	f3qvh
1223	Menswear	NULL	NULL	bm54z
1224	Mercenary Skank	NULL	NULL	w28cg
1225	Mercury Rev	NULL	NULL	9nvrj
1226	Merton Parkas	NULL	NULL	dq4hf
1227	Metal Urbain	NULL	NULL	65czb
1228	Method Actors	NULL	NULL	x8rgw
1229	Metrotone	NULL	NULL	pvhj9
1230	Miaow	NULL	NULL	34zfd
1231	Michael Chapman	NULL	NULL	mcgb6
1232	Michael Hurley	NULL	NULL	2rjwx
1233	Michael Smith	NULL	NULL	nhf9p
1234	Micro Audio Waves	NULL	NULL	qzbd3
1235	Microdisney	NULL	NULL	5gw6m
1236	Midget	NULL	NULL	8j9x2
1237	Midnight Choir	NULL	NULL	vfdpn
1238	Midnight Evils	NULL	NULL	4b63q
1239	Midway Still	NULL	NULL	cwxm5
1240	Mighty Force	NULL	NULL	r9p28
1241	Mighty Lemon Drops	NULL	NULL	hd3nv
1242	Mighty Math	NULL	NULL	z6mq4
1243	Mighty Mighty	NULL	NULL	gpn8r
1244	Mike Cooper	NULL	NULL	j3qvh
1245	Mike Heron's Reputation	NULL	NULL	fm54z
1246	Mikey Dread	NULL	NULL	b28cg
1247	Milan Station	NULL	NULL	wnvrj
1248	Milk	NULL	NULL	9q4hf
1249	Million Dead	NULL	NULL	d5czb
1250	Minimal Compact	NULL	NULL	68rgw
1251	Ministry	NULL	NULL	xvhj9
1252	Minny Pops	NULL	NULL	p4zfd
1253	Mint 400	NULL	NULL	3cgb6
1254	Mint Juleps	NULL	NULL	mrjwx
1255	Mira Calix	NULL	NULL	2hf9p
1256	Miss Black America	NULL	NULL	nzbd3
1257	Miss Mend	NULL	NULL	qgw6m
1258	Missing Presumed Dead	NULL	NULL	5j9x2
1259	Mission	NULL	NULL	8fdpn
1260	Mississippi Fred Mcdowell	NULL	NULL	vb63q
1261	Misty In Roots	NULL	NULL	4wxm5
1262	Misunderstood	NULL	NULL	c9p28
1263	Modena City Ramblers	NULL	NULL	rd3nv
1264	Moderates	NULL	NULL	h6mq4
1265	Modern English	NULL	NULL	zx25c
1266	Modern Eon	NULL	NULL	g3qvh
1267	Mo-dettes	NULL	NULL	jm54z
1268	Moe Tucker	NULL	NULL	f28cg
1269	Mogwai	NULL	NULL	bnvrj
1270	Moles	NULL	NULL	wq4hf
1271	Monkey Steals The Drum	NULL	NULL	95czb
1272	Mono	NULL	NULL	d8rgw
1273	Mono Mono	NULL	NULL	6vhj9
1274	Monochrome Set	NULL	NULL	x4zfd
1275	Monoconics	NULL	NULL	pcgb6
1276	Monograph	NULL	NULL	3rjwx
1277	Moodists	NULL	NULL	mhf9p
1278	Moody Boyz	NULL	NULL	2zbd3
1279	Moon	NULL	NULL	ngw6m
1280	Moonflowers	NULL	NULL	qj9x2
1281	Moonshake	NULL	NULL	5fdpn
1282	Moose	NULL	NULL	8b63q
1283	More Fiends	NULL	NULL	vwxm5
1284	Morrissey	NULL	NULL	49p28
1285	Mos Eisley	NULL	NULL	cd3nv
1286	Motor Boys Motor	NULL	NULL	r6mq4
1287	Motor Life Co	NULL	NULL	hx25c
1288	Motorcycle Boy	NULL	NULL	zpn8r
1289	Motorhead	NULL	NULL	gm54z
1290	Mountain Goats	NULL	NULL	j28cg
1291	Mouse On Mars	NULL	NULL	fnvrj
1292	Movietone	NULL	NULL	bq4hf
1293	Mr Airplane Man	NULL	NULL	w5czb
1294	Mr Bird	NULL	NULL	98rgw
1295	Mr Psyche	NULL	NULL	dvhj9
1296	Mr Ray's Wig World	NULL	NULL	64zfd
1297	Mudhoney	NULL	NULL	xcgb6
1298	Mufflon 5	NULL	NULL	prjwx
1299	Mug	NULL	NULL	3hf9p
1300	Mugstar	NULL	NULL	mzbd3
1301	Mukka	NULL	NULL	2gw6m
1302	Mull Historical Society	NULL	NULL	nj9x2
1303	Mum	NULL	NULL	qfdpn
1304	Mummies	NULL	NULL	5b63q
1305	Murmur	NULL	NULL	8wxm5
1306	Murry The Hump	NULL	NULL	v9p28
1307	Musical Youth	NULL	NULL	4d3nv
1308	Mustapha Orchestra	NULL	NULL	c6mq4
1309	Mutts	NULL	NULL	rx25c
1310	mu-Ziq	NULL	NULL	hpn8r
1311	My Bloody Valentine	NULL	NULL	z3qvh
1312	My Dad Is Dead	NULL	NULL	g28cg
1313	Na Fili	NULL	NULL	jnvrj
1314	Names	NULL	NULL	fq4hf
1315	Napalm Death	NULL	NULL	b5czb
1316	Nasmak	NULL	NULL	w8rgw
1317	Natacha Atlas	NULL	NULL	9vhj9
1318	National Health	NULL	NULL	d4zfd
1319	Natural Gas	NULL	NULL	6cgb6
1320	Natural Scientist	NULL	NULL	xrjwx
1321	Naturalites & The Mystics	NULL	NULL	phf9p
1322	Nazareth	NULL	NULL	3zbd3
1323	Nebula	NULL	NULL	mgw6m
1324	Nectarine No.9	NULL	NULL	2j9x2
1325	Ned's Atomic Dustbin	NULL	NULL	nfdpn
1326	Neil Innes	NULL	NULL	qb63q
1327	Neil Young	NULL	NULL	5wxm5
1328	Neko Case	NULL	NULL	89p28
1329	Nelories	NULL	NULL	vd3nv
1330	Neon	NULL	NULL	46mq4
1331	Nervous Germans	NULL	NULL	cx25c
1332	Neulander	NULL	NULL	rpn8r
1333	Neuro Project	NULL	NULL	h3qvh
1334	New Age	NULL	NULL	zm54z
1335	New Bad Things	NULL	NULL	gnvrj
1336	New Bomb Turks	NULL	NULL	jq4hf
1337	New Decade	NULL	NULL	f5czb
1338	New Fast Automatic Daffodils	NULL	NULL	b8rgw
1339	New Hearts	NULL	NULL	wvhj9
1340	New Model Army	NULL	NULL	94zfd
1341	New Order	NULL	NULL	dcgb6
1342	Newtown Neurotics	NULL	NULL	6rjwx
1343	Nic Jones	NULL	NULL	xhf9p
1344	Nick Cave	NULL	NULL	pzbd3
1345	Nick Drake	NULL	NULL	3gw6m
1346	Nicky And The Dots	NULL	NULL	mj9x2
1347	Nicky James Band	NULL	NULL	2fdpn
1348	Nico	NULL	NULL	nb63q
1349	Nil	NULL	NULL	qwxm5
1350	Nina Nastasia	NULL	NULL	59p28
1351	Nirvana	NULL	NULL	8d3nv
1352	No Means No	NULL	NULL	v6mq4
1353	Normil Hawaiins	NULL	NULL	4x25c
1354	Notsensibles	NULL	NULL	cpn8r
1355	Nought	NULL	NULL	r3qvh
1356	Novac	NULL	NULL	hm54z
1357	Novak	NULL	NULL	z28cg
1358	Noxagt	NULL	NULL	gq4hf
1359	NUB	NULL	NULL	j5czb
1360	NSO Force	NULL	NULL	f8rgw
1361	Nubiles	NULL	NULL	bvhj9
1362	Nuclear Socketts	NULL	NULL	w4zfd
1363	Number One Cup	NULL	NULL	9cgb6
1364	Numbers	NULL	NULL	drjwx
1365	Of Arrowe Hill	NULL	NULL	6hf9p
1366	Offspring	NULL	NULL	xzbd3
1367	Oil Seed Rape	NULL	NULL	pgw6m
1368	Oldham Tinkers	NULL	NULL	3j9x2
1369	Olivia Tremor Control	NULL	NULL	mfdpn
1370	One By One	NULL	NULL	2b63q
1371	Onward International	NULL	NULL	nwxm5
1372	Ooberman	NULL	NULL	q9p28
1373	Orange Juice	NULL	NULL	5d3nv
1374	Orbital	NULL	NULL	86mq4
1375	Orchestra Jazira	NULL	NULL	vx25c
1376	Orchestral Manoeuvres In The Dark	NULL	NULL	4pn8r
1377	Oseni	NULL	NULL	c3qvh
1378	Otis Spann	NULL	NULL	rm54z
1379	Out On Blue Six	NULL	NULL	h28cg
1380	Overlord X	NULL	NULL	znvrj
1381	Oxes	NULL	NULL	g5czb
1382	P Brothers	NULL	NULL	j8rgw
1383	Pachinos	NULL	NULL	fvhj9
1384	PAF	NULL	NULL	b4zfd
1385	Palace Brothers	NULL	NULL	wcgb6
1386	Palace Music	NULL	NULL	9rjwx
1387	Paladin	NULL	NULL	dhf9p
1388	Palais Schaumburg	NULL	NULL	6zbd3
1389	Pale Fountains	NULL	NULL	xgw6m
1390	Pale Saints	NULL	NULL	pj9x2
1391	Panacea	NULL	NULL	3fdpn
1392	Panasonic	NULL	NULL	mb63q
1393	Panoptica	NULL	NULL	2wxm5
1394	Papa Face	NULL	NULL	n9p28
1395	Papa Levi	NULL	NULL	qd3nv
1396	Papa M	NULL	NULL	56mq4
1397	Papa Sprain	NULL	NULL	8x25c
1398	Papa Wemba	NULL	NULL	vpn8r
1399	Paris Angels	NULL	NULL	43qvh
1400	Part Chimp	NULL	NULL	cm54z
1401	Partners In Crime	NULL	NULL	r28cg
1402	Party Dictator	NULL	NULL	hnvrj
1403	Party Of One	NULL	NULL	zq4hf
1404	Patricia Sky	NULL	NULL	g8rgw
1405	Patrik Fitzgerald	NULL	NULL	jvhj9
1406	Patto	NULL	NULL	f4zfd
1407	Paul Brady	NULL	NULL	bcgb6
1408	Paul Johnson	NULL	NULL	wrjwx
1409	Paul Savage &  John Hewitt	NULL	NULL	9hf9p
1410	Pauline Murray	NULL	NULL	dzbd3
1411	Pavement	NULL	NULL	6gw6m
1412	Peace	NULL	NULL	xj9x2
1413	Penetration	NULL	NULL	pfdpn
1414	People Like Us	NULL	NULL	3b63q
1415	People Under The Stairs	NULL	NULL	mwxm5
1416	Pere Ubu	NULL	NULL	29p28
1417	Perfect Daze	NULL	NULL	nd3nv
1418	Perfect Vision	NULL	NULL	q6mq4
1419	Period Pains	NULL	NULL	5x25c
1420	Persil	NULL	NULL	8pn8r
1421	Personal Column	NULL	NULL	v3qvh
1422	Pet Lamb	NULL	NULL	4m54z
1423	Pet Shop Boys	NULL	NULL	c28cg
1424	Pete Atkin	NULL	NULL	rnvrj
1425	Pete Haycock's Climax	NULL	NULL	hq4hf
1426	Peter And The Test Tube Babies	NULL	NULL	z5czb
1427	Peter Hammill	NULL	NULL	gvhj9
1428	PFM	NULL	NULL	j4zfd
1429	Phil Hartley	NULL	NULL	fcgb6
1430	Philip Goodhand-Tait	NULL	NULL	brjwx
1431	Philistines Jnr	NULL	NULL	whf9p
1432	Phoenix	NULL	NULL	9zbd3
1433	Phono	NULL	NULL	dgw6m
1434	Piano Magic	NULL	NULL	6j9x2
1435	Piano Red	NULL	NULL	xfdpn
1436	Pico	NULL	NULL	pb63q
1437	Pigbag	NULL	NULL	3wxm5
1438	Pigbros	NULL	NULL	m9p28
1439	Pil (Public Image Ltd)	NULL	NULL	2d3nv
1440	Pilotcan	NULL	NULL	n6mq4
1441	Pilote	NULL	NULL	qx25c
1442	Pinhole	NULL	NULL	5pn8r
1443	Pink Floyd	NULL	NULL	83qvh
1444	Pink Industry	NULL	NULL	vm54z
1445	Pink Kross	NULL	NULL	428cg
1446	Pink Military	NULL	NULL	cnvrj
1447	Pink Peg Slax	NULL	NULL	rq4hf
1448	Pitch Shifter	NULL	NULL	h5czb
1449	Pixies	NULL	NULL	z8rgw
1450	PJ Harvey	NULL	NULL	g4zfd
1451	Placebo	NULL	NULL	jcgb6
1452	Plaid	NULL	NULL	frjwx
1453	Plain Characters	NULL	NULL	bhf9p
1454	Plainsong	NULL	NULL	wzbd3
1455	Plant Bach Ofnus	NULL	NULL	9gw6m
1456	Planxty	NULL	NULL	dj9x2
1457	Plastikman	NULL	NULL	6fdpn
1458	Play Dead	NULL	NULL	xb63q
1459	Pleasureheads	NULL	NULL	pwxm5
1460	Plone	NULL	NULL	39p28
1461	Plummet Airlines	NULL	NULL	md3nv
1462	Pluto Monkey	NULL	NULL	26mq4
1463	Po!	NULL	NULL	nx25c
1464	Poco	NULL	NULL	qpn8r
1465	Police	NULL	NULL	53qvh
1466	Policecat	NULL	NULL	8m54z
1467	Polvo	NULL	NULL	v28cg
1468	Polysics	NULL	NULL	4nvrj
1469	Polythene	NULL	NULL	cq4hf
1470	Pond	NULL	NULL	r5czb
1471	Ponderosa Glee Boys	NULL	NULL	h8rgw
1472	Pop Off Tuesday	NULL	NULL	zvhj9
1473	Pop Will Eat Itself	NULL	NULL	gcgb6
1474	Popguns	NULL	NULL	jrjwx
1475	Popular Voice	NULL	NULL	fhf9p
1476	Portal	NULL	NULL	bzbd3
1477	Portion Control	NULL	NULL	wgw6m
1478	Portishead	NULL	NULL	9j9x2
1479	Positive Noise	NULL	NULL	dfdpn
1480	Pragvec	NULL	NULL	6b63q
1481	Pram	NULL	NULL	xwxm5
1482	Prefab Sprout	NULL	NULL	p9p28
1483	Prelude	NULL	NULL	3d3nv
1484	Premi	NULL	NULL	m6mq4
1485	Preston School Of Industry	NULL	NULL	2x25c
1486	Pretty Girls Make Graves	NULL	NULL	npn8r
1487	Pretty Things	NULL	NULL	q3qvh
1488	Prewar Yardsale	NULL	NULL	5m54z
1489	Primal Scream	NULL	NULL	828cg
1490	Prince	NULL	NULL	vnvrj
1491	Prince Far I	NULL	NULL	4q4hf
1492	Principal Edward's Magic Theatre	NULL	NULL	c5czb
1493	Procol Harum	NULL	NULL	r8rgw
1494	Prolapse	NULL	NULL	hvhj9
1495	Prong	NULL	NULL	z4zfd
1496	Propaganda	NULL	NULL	grjwx
1497	Propellerheads	NULL	NULL	jhf9p
1498	Prophecy Of Doom	NULL	NULL	fzbd3
1499	Prophets Of Da City	NULL	NULL	bgw6m
1500	Psychick Warriors Ov Gaia	NULL	NULL	wj9x2
1501	Public Enemy	NULL	NULL	9fdpn
1502	Pulp	NULL	NULL	db63q
1503	Punishment Of Luxury	NULL	NULL	6wxm5
1504	Pure Morning	NULL	NULL	x9p28
1505	Purple Hearts	NULL	NULL	pd3nv
1506	Pushkins	NULL	NULL	36mq4
1507	Pussy Crush	NULL	NULL	mx25c
1508	Pussy Galore	NULL	NULL	2pn8r
1509	Pussycat Trash	NULL	NULL	n3qvh
1510	Quad 801	NULL	NULL	qm54z
1511	Quads	NULL	NULL	528cg
1512	Quando Quango	NULL	NULL	8nvrj
1513	Quasi	NULL	NULL	vq4hf
1514	Que Bono	NULL	NULL	45czb
1515	Queen	NULL	NULL	c8rgw
1516	Quick	NULL	NULL	rvhj9
1517	Quickspace	NULL	NULL	h4zfd
1518	Quickspace Supersport	NULL	NULL	zcgb6
1519	Quiver	NULL	NULL	ghf9p
1520	R.O.C.	NULL	NULL	jzbd3
1521	Rachels	NULL	NULL	fgw6m
1522	Racing Cars	NULL	NULL	bj9x2
1523	Radar Bros	NULL	NULL	wfdpn
1524	Radar Brothers	NULL	NULL	9b63q
1525	Radial Spangle	NULL	NULL	dwxm5
1526	Radio 5	NULL	NULL	69p28
1527	Radio Stars	NULL	NULL	xd3nv
1528	Radio Sweethearts	NULL	NULL	p6mq4
1529	Radiohead	NULL	NULL	3x25c
1530	Ralph Mctell	NULL	NULL	mpn8r
1531	Randy Newman	NULL	NULL	23qvh
1532	Rap Assassins	NULL	NULL	nm54z
1533	Ravishing Beauties	NULL	NULL	q28cg
1534	Raw Noise	NULL	NULL	5nvrj
1535	Read Yellow	NULL	NULL	8q4hf
1536	Rebel Da Fe	NULL	NULL	v5czb
1537	Rec Overflow	NULL	NULL	48rgw
1538	Rechenzentrum	NULL	NULL	cvhj9
1539	Red Beards From Texas	NULL	NULL	r4zfd
1540	Red Beat	NULL	NULL	hcgb6
1541	Red Hour	NULL	NULL	zrjwx
1542	Red Letter Day	NULL	NULL	gzbd3
1543	Red Lorry Yellow Lorry	NULL	NULL	jgw6m
1544	Red Monkey	NULL	NULL	fj9x2
1545	Red Ninja	NULL	NULL	bfdpn
1546	Reggae Regular	NULL	NULL	wb63q
1547	Regis	NULL	NULL	9wxm5
1548	REM	NULL	NULL	d9p28
1549	Remmy Ongala	NULL	NULL	6d3nv
1550	Renegade Sound Wave	NULL	NULL	x6mq4
1551	Repetition	NULL	NULL	px25c
1552	Resistance	NULL	NULL	3pn8r
1553	Restricted Code	NULL	NULL	m3qvh
1554	Reverend Horton Heat	NULL	NULL	2m54z
1555	Reviver Gene	NULL	NULL	n28cg
1556	Revolver	NULL	NULL	qnvrj
1557	Reynolds	NULL	NULL	5q4hf
1558	Rhythm Eternity	NULL	NULL	85czb
1559	Richard And Linda Thompson	NULL	NULL	v8rgw
1560	Richard Thompson	NULL	NULL	4vhj9
1561	Richie Havens	NULL	NULL	c4zfd
1562	Richie Hawtin	NULL	NULL	rcgb6
1563	Ride	NULL	NULL	hrjwx
1564	Riot Of Colour	NULL	NULL	zhf9p
1565	Rip, Rig And Panic	NULL	NULL	ggw6m
1566	Ritual	NULL	NULL	jj9x2
1567	Riviera	NULL	NULL	ffdpn
1568	Robert Floyd & The New Four Seasons	NULL	NULL	bb63q
1569	Robert Lloyd	NULL	NULL	wwxm5
1570	Robert Ward	NULL	NULL	99p28
1571	Robert Wyatt	NULL	NULL	dd3nv
1572	Robin Trower	NULL	NULL	66mq4
1573	Rock Of Travolta	NULL	NULL	xx25c
1574	Rocks	NULL	NULL	ppn8r
1575	Rod Stewart	NULL	NULL	33qvh
1576	Rodan	NULL	NULL	mm54z
1577	Rogers Sisters	NULL	NULL	228cg
1578	Rollerskate Skinny	NULL	NULL	nnvrj
1579	Rolling Stones	NULL	NULL	qq4hf
1580	Roman Holiday	NULL	NULL	55czb
1581	Rome	NULL	NULL	88rgw
1582	Ron Geesin	NULL	NULL	vvhj9
1583	Ronnie Dawson	NULL	NULL	44zfd
1584	Ronnie Lane's Slim Chances	NULL	NULL	ccgb6
1585	Ronnie Ronalde	NULL	NULL	rrjwx
1586	Room 101	NULL	NULL	hhf9p
1587	Rooney	NULL	NULL	zzbd3
1588	Roony	NULL	NULL	gjdpn
1589	Roovel Oobik	NULL	NULL	jf63q
1590	Rory Gallagher	NULL	NULL	fbxm5
1591	Rosie Anya	NULL	NULL	bwp28
1592	Rote Kapelle	NULL	NULL	w93nv
1593	Rothko	NULL	NULL	9dmq4
1594	Roxy Music	NULL	NULL	d625c
1595	Roy Harper	NULL	NULL	6xn8r
1596	Royal Trux	NULL	NULL	xpqvh
1597	Rubella Ballet	NULL	NULL	p354z
1598	Rudi	NULL	NULL	3m8cg
1599	Rugrat	NULL	NULL	m2vrj
1600	Rumble	NULL	NULL	2n4hf
1601	Ruthless Rap Assassins	NULL	NULL	nqczb
1602	S. I. Futures	NULL	NULL	q5rgw
1603	S.O.B.	NULL	NULL	58hj9
1604	Sabres Of Paradise	NULL	NULL	8vzfd
1605	Sad Lovers And Giants	NULL	NULL	v4gb6
1606	Safe Deposit	NULL	NULL	4cjwx
1607	Salako	NULL	NULL	crf9p
1608	Salaryman	NULL	NULL	rhbd3
1609	Saloon	NULL	NULL	hzw6m
1610	Salt Tank	NULL	NULL	zg9x2
1611	Sam Dees' Beauty & The Beat	NULL	NULL	gf63q
1612	Sammy	NULL	NULL	jbxm5
1613	Samurai Seven	NULL	NULL	fwp28
1614	Sandie Shaw	NULL	NULL	b93nv
1615	Sandmen	NULL	NULL	wdmq4
1616	Savage Progress	NULL	NULL	9625c
1617	Scala Timpani	NULL	NULL	dxn8r
1618	Scarfo	NULL	NULL	6pqvh
1619	Schlaflose Nachte	NULL	NULL	x354z
1620	Schneider TM	NULL	NULL	pm8cg
1621	Scientist	NULL	NULL	32vrj
1622	Scorn	NULL	NULL	mn4hf
1623	Scott Brown	NULL	NULL	2qczb
1624	Scratch Perverts	NULL	NULL	n5rgw
1625	Scrawl	NULL	NULL	q8hj9
1626	Scream And Dance	NULL	NULL	5vzfd
1627	Screen 3	NULL	NULL	84gb6
1628	Scritti Politti	NULL	NULL	vcjwx
1629	Sea Nymphs	NULL	NULL	4rf9p
1630	Sean Dickson	NULL	NULL	chbd3
1631	Seaweed	NULL	NULL	rzw6m
1632	Sebadoh	NULL	NULL	hg9x2
1633	Sebastian's Men	NULL	NULL	zjdpn
1634	Secret Affair	NULL	NULL	gbxm5
1635	Secret Goldfish	NULL	NULL	jwp28
1636	Secret Hairdresser	NULL	NULL	f93nv
1637	Section 25	NULL	NULL	bdmq4
1638	Seedling	NULL	NULL	w625c
1639	Seefeel	NULL	NULL	9xn8r
1640	Seething Wells	NULL	NULL	dpqvh
1641	Send No Flowers	NULL	NULL	6354z
1642	Sender Berlin	NULL	NULL	xm8cg
1643	Senseless Prayer	NULL	NULL	p2vrj
1644	Senseless Things	NULL	NULL	3n4hf
1645	Senser	NULL	NULL	mqczb
1646	Serious Drinking	NULL	NULL	25rgw
1647	Servotron	NULL	NULL	n8hj9
1648	Sesam O	NULL	NULL	qvzfd
1649	Sewing Room	NULL	NULL	54gb6
1650	Sex Clark Five	NULL	NULL	8cjwx
1651	Sex Gang Children	NULL	NULL	vrf9p
1652	Sex Pistols	NULL	NULL	4hbd3
1653	Sh*tmat	NULL	NULL	czw6m
1654	Shadowy Men On A Shadowy Planet	NULL	NULL	rg9x2
1655	Shake	NULL	NULL	hjdpn
1656	Shalawambe	NULL	NULL	zf63q
1657	Sham 69	NULL	NULL	gwp28
1658	Shanghai	NULL	NULL	j93nv
1659	Sharon Shannon	NULL	NULL	fdmq4
1660	Shawn Phillips	NULL	NULL	b625c
1661	Shellac	NULL	NULL	wxn8r
1662	Shesus	NULL	NULL	9pqvh
1663	Shirley And Dolly Collins	NULL	NULL	d354z
1664	Shoes For Industry	NULL	NULL	6m8cg
1665	Shonen Knife	NULL	NULL	x2vrj
1666	Shoot	NULL	NULL	pn4hf
1667	Shoot! Dispute	NULL	NULL	3qczb
1668	Short Commercial Break	NULL	NULL	m5rgw
1669	Shriek	NULL	NULL	28hj9
1670	Shriekback	NULL	NULL	nvzfd
1671	Shut Up And Dance	NULL	NULL	q4gb6
1672	Si Begg	NULL	NULL	5cjwx
1673	Sights	NULL	NULL	8rf9p
1674	Signorinas	NULL	NULL	vhbd3
1675	Sigur Ros	NULL	NULL	4zw6m
1676	Silicone	NULL	NULL	cg9x2
1677	Silverfish	NULL	NULL	rjdpn
1678	Simba Wanyika	NULL	NULL	hf63q
1679	Simon Joyner	NULL	NULL	zbxm5
1680	Simple Minds	NULL	NULL	g93nv
1681	Sink	NULL	NULL	jdmq4
1682	Siouxsie And The Banshees	NULL	NULL	f625c
1683	Sisters Of Mercy	NULL	NULL	bxn8r
1684	Six By Seven	NULL	NULL	wpqvh
1685	Skat	NULL	NULL	9354z
1686	Skeletal Family	NULL	NULL	dm8cg
1687	Ski Patrol	NULL	NULL	62vrj
1688	Skids	NULL	NULL	xn4hf
1689	Skiff Skats	NULL	NULL	pqczb
1690	Skimmer	NULL	NULL	35rgw
1691	Skink	NULL	NULL	m8hj9
1692	Skinned Teen	NULL	NULL	2vzfd
1693	Skodas	NULL	NULL	n4gb6
1694	Skrewdriver	NULL	NULL	qcjwx
1695	Skyscraper	NULL	NULL	5rf9p
1696	Slab	NULL	NULL	8hbd3
1697	Slapp Happy	NULL	NULL	vzw6m
1698	Sleeper	NULL	NULL	4g9x2
1699	Slint	NULL	NULL	cjdpn
1700	Slits	NULL	NULL	rf63q
1701	Slowdive	NULL	NULL	hbxm5
1702	Slowjam	NULL	NULL	zwp28
1703	Sloy	NULL	NULL	gdmq4
1704	Sluts Of Trust	NULL	NULL	j625c
1705	Small Factory	NULL	NULL	fxn8r
1706	Smaller	NULL	NULL	bpqvh
1707	Smashing Orange	NULL	NULL	w354z
1708	Smashing Pumpkins	NULL	NULL	9m8cg
1709	Smiggs Band	NULL	NULL	d2vrj
1710	Smirks	NULL	NULL	6n4hf
1711	Smog	NULL	NULL	xqczb
1712	Smudge	NULL	NULL	p5rgw
1713	Snafu	NULL	NULL	38hj9
1714	Snapdragons	NULL	NULL	mvzfd
1715	Snuff	NULL	NULL	24gb6
1716	So You Think You're a Cowboy?	NULL	NULL	ncjwx
1717	Sodastream	NULL	NULL	qrf9p
1718	Sofa Head	NULL	NULL	5hbd3
1719	Soft Machine	NULL	NULL	8zw6m
1720	Sofus Forsberg	NULL	NULL	vg9x2
1721	Solar Race	NULL	NULL	4jdpn
1722	Soledad Brothers	NULL	NULL	cf63q
1723	Solex	NULL	NULL	rbxm5
1724	Solid Senders	NULL	NULL	hwp28
1725	Son House	NULL	NULL	z93nv
1726	Sonic Subjunkies	NULL	NULL	g625c
1727	Sonic Youth	NULL	NULL	jxn8r
1728	Sons & Daughters	NULL	NULL	fpqvh
1729	Sons Of The Subway	NULL	NULL	b354z
1730	Sophie Johnston	NULL	NULL	wm8cg
1731	Sophisticated Boom Boom	NULL	NULL	92vrj
1732	Soul Bossa	NULL	NULL	dn4hf
1733	Sound	NULL	NULL	6qczb
1734	Soundgarden	NULL	NULL	x5rgw
1735	Soundman	NULL	NULL	p8hj9
1736	Sounds Of Life	NULL	NULL	3vzfd
1737	Soup Dragons	NULL	NULL	m4gb6
1738	Source Direct	NULL	NULL	2cjwx
1739	Southern Comfort	NULL	NULL	nrf9p
1740	Southern Death Cult	NULL	NULL	qhbd3
1741	Spacemen 3	NULL	NULL	5zw6m
1742	Spare Rib	NULL	NULL	8g9x2
1743	Spare Snare	NULL	NULL	vjdpn
1744	Spear Of Destiny	NULL	NULL	4f63q
1745	Special AKA	NULL	NULL	cbxm5
1746	Specials	NULL	NULL	rwp28
1747	Speeder	NULL	NULL	h93nv
1748	Spike	NULL	NULL	zdmq4
1749	Spiritualized	NULL	NULL	gxn8r
1750	Spit	NULL	NULL	jpqvh
1751	Spitfire	NULL	NULL	f354z
1752	Spizzenergi	NULL	NULL	bm8cg
1753	Spizzoil	NULL	NULL	w2vrj
1754	SPK	NULL	NULL	9n4hf
1755	SPK	NULL	NULL	dqczb
1756	Splintered	NULL	NULL	65rgw
1757	Split Enz	NULL	NULL	x8hj9
1758	Splodgenessabounds	NULL	NULL	pvzfd
1759	Spooky Tooth	NULL	NULL	34gb6
1760	Sportique	NULL	NULL	mcjwx
1761	Spraydog	NULL	NULL	2rf9p
1762	Squarepusher	NULL	NULL	nhbd3
1763	Squeeze	NULL	NULL	qzw6m
1764	St Johnny	NULL	NULL	5g9x2
1765	Stackridge	NULL	NULL	8jdpn
1766	Stackwaddy	NULL	NULL	vf63q
1767	Stanton	NULL	NULL	4bxm5
1768	Starry Eyed And Laughing	NULL	NULL	cwp28
1769	Stars Of Heaven	NULL	NULL	r93nv
1770	Status Quo	NULL	NULL	hdmq4
1771	Stealer's Wheel	NULL	NULL	z625c
1772	Steel Pulse	NULL	NULL	gpqvh
1773	Steeleye Span	NULL	NULL	j354z
1774	Stella Chiweshe	NULL	NULL	fm8cg
1775	Stephen Malkmus	NULL	NULL	b2vrj
1776	Stereo MC's	NULL	NULL	wn4hf
1777	Stereolab	NULL	NULL	9qczb
1778	Stereophonics	NULL	NULL	d5rgw
1779	Steve Elgin And The Flatbackers	NULL	NULL	68hj9
1780	Steve Gibbons Band	NULL	NULL	xvzfd
1781	Steve Rhodes Singers	NULL	NULL	p4gb6
1782	Steveless	NULL	NULL	3cjwx
1783	Stiff Little Fingers	NULL	NULL	mrf9p
1784	Stimulin	NULL	NULL	2hbd3
1785	Stoat	NULL	NULL	nzw6m
1786	Stomu Yamashta's East Wind	NULL	NULL	qg9x2
1787	Stone Roses	NULL	NULL	5jdpn
